timestamp,src_ip,dst_ip,src_port,dst_port,packet_count,total_bytes,duration_ms,label,protocol
1772674179.8641994,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674179.8641994,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674179.8641994,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674179.8641994,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674181.866709,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674181.866709,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674181.866709,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674181.866709,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674181.866709,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674183.8686626,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674183.8686626,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674183.8686626,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674183.8686626,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674183.8686626,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674185.8714452,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674185.8714452,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674185.8714452,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674185.8714452,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674185.8714452,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674187.877092,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674187.877092,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674187.877092,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674187.877092,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674187.877092,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674189.879492,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674189.879492,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674189.879492,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674189.879492,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674189.879492,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674191.8841016,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674191.8841016,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674191.8841016,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674191.8841016,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674191.8841016,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674193.8866796,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674193.8866796,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674193.8866796,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674193.8866796,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674193.8866796,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674195.8890734,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674195.8890734,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674195.8890734,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674195.8890734,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674195.8890734,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674197.8915086,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674197.8915086,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674197.8915086,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674197.8915086,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674197.8915086,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674199.89354,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674199.89354,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674199.89354,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674199.89354,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674199.89354,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674201.896636,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674201.896636,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674201.896636,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674201.896636,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674201.896636,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674203.8983915,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674203.8983915,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674203.8983915,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674203.8983915,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674203.8983915,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674205.9012592,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674205.9012592,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674205.9012592,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674205.9012592,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674205.9012592,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674207.9033716,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674207.9033716,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674207.9033716,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674207.9033716,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674207.9033716,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674209.9067197,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674209.9067197,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674209.9067197,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674209.9067197,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674209.9067197,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674211.919512,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674211.919512,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674211.919512,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674211.919512,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674211.919512,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674213.9214423,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674213.9214423,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674213.9214423,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674213.9214423,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674213.9214423,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674215.9230642,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674215.9230642,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674215.9230642,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674215.9230642,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674215.9230642,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674217.9245996,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674217.9245996,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674217.9245996,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674217.9245996,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674217.9245996,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674219.9266813,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674219.9266813,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674219.9266813,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674219.9266813,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674219.9266813,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674221.9281805,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674221.9281805,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674221.9281805,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674221.9281805,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674221.9281805,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674223.940865,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674223.940865,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674223.940865,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674223.940865,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674223.940865,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674225.9485247,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674225.9485247,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674225.9485247,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674225.9485247,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674225.9485247,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674227.9530764,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674227.9530764,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674227.9530764,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674227.9530764,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674227.9530764,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674229.9575286,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674229.9575286,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674229.9575286,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674229.9575286,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674229.9575286,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674231.9618583,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674231.9618583,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674231.9618583,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674231.9618583,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674231.9618583,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674233.9626236,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674233.9626236,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674233.9626236,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674233.9626236,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674233.9626236,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674235.964707,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674235.964707,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674235.964707,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674235.964707,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674235.964707,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674237.9676182,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674237.9676182,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674237.9676182,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674237.9676182,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674237.9676182,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674239.982433,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674239.982433,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674239.982433,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674239.982433,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674239.982433,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674241.9899993,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674241.9899993,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674241.9899993,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674241.9899993,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674241.9899993,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674244.0216563,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674244.0216563,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674244.0216563,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674244.0216563,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674244.0216563,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674246.0257244,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674246.0257244,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674246.0257244,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674246.0257244,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674246.0257244,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674248.029733,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674248.029733,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674248.029733,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674248.029733,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674248.029733,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674250.0324686,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674250.0324686,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674250.0324686,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674250.0324686,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674250.0324686,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674252.035239,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674252.035239,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674252.035239,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674252.035239,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674252.035239,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674254.037075,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674254.037075,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674254.037075,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674254.037075,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674254.037075,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674256.0436957,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674256.0436957,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674256.0436957,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674256.0436957,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674256.0436957,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674258.0483592,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674258.0483592,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674258.0483592,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674258.0483592,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674258.0483592,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674260.0518782,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674260.0518782,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674260.0518782,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674260.0518782,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674260.0518782,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674262.0554376,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674262.0554376,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674262.0554376,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674262.0554376,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674262.0554376,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
1772674264.0566657,10.0.2.15,13.107.5.93,47942,443,3,1467,30.52,0,TCP
1772674264.0566657,10.0.2.15,13.107.5.93,52428,443,7,4894,102.84,0,TCP
1772674264.0566657,10.0.2.15,13.107.5.93,52432,443,3,1467,31.3,0,TCP
1772674264.0566657,10.0.2.15,13.107.213.57,51800,443,7,3662,42.28,0,TCP
1772674264.0566657,10.0.2.15,13.107.213.57,51810,443,6,3532,39.5,0,TCP
